C10Nucleus,C01Nucleus,C10Annulus,K1Annulus,K2Annulus,Kappa,K1Circ,K2Circ,K1Rad,K2Rad,FiberAngle,FiberAngleCirc,FiberAngleRad
0.10857421875,0.0174755859375,0.190302734375,36.8408203125,45.439453125,0.060263671875,-0.1314453125,-0.1267578125,-0.0525390625,-0.1865234375,28.7255859375,0.27275390625,0.1876953125
0.20455078125,0.0089501953125,0.252763671875,22.5810546875,39.501953125,0.321298828125,-0.0232421875,-0.0458984375,-0.1142578125,-0.0404296875,47.5341796875,0.24697265625,0.0583984375
0.17888671875,0.0236279296875,0.073759765625,2.1962890625,90.712890625,0.058974609375,-0.1806640625,-0.0623046875,-0.1744140625,-0.1951171875,20.9912109375,0.27685546875,0.1220703125
0.10927734375,0.0134326171875,0.091279296875,47.2724609375,43.583984375,0.234931640625,-0.1642578125,-0.0412109375,-0.0927734375,-0.0392578125,20.6396484375,0.13505859375,0.1283203125
0.20841796875,0.0467431640625,0.405869140625,11.5751953125,66.591796875,0.216240234375,-0.1939453125,-0.1462890625,-0.1431640625,-0.1650390625,25.3857421875,0.14384765625,0.1712890625
0.12123046875,0.0165087890625,0.353310546875,4.8759765625,31.337890625,0.247822265625,-0.1681640625,-0.1650390625,-0.0740234375,-0.0228515625,33.5595703125,0.28681640625,0.1974609375
0.13494140625,0.0359326171875,0.257333984375,25.4521484375,116.689453125,0.036416015625,-0.1568359375,-0.0994140625,-0.1294921875,-0.1255859375,19.2333984375,0.09931640625,0.0013671875
0.14759765625,0.0351416015625,0.302275390625,16.5517578125,88.486328125,0.259423828125,-0.1818359375,-0.0451171875,-0.0107421875,-0.1455078125,12.1142578125,0.21826171875,0.0693359375
0.12580078125,0.0076318359375,0.308369140625,33.3955078125,51.005859375,0.321943359375,-0.1607421875,-0.1185546875,-0.0228515625,-0.1552734375,16.2451171875,0.02138671875,0.0076171875
0.13072265625,0.0318017578125,0.296943359375,48.7080078125,179.033203125,0.294228515625,-0.0009765625,-0.0478515625,-0.1919921875,-0.0248046875,22.0458984375,0.04248046875,0.1380859375
0.10892578125,0.0153662109375,0.373876953125,17.7958984375,140.810546875,0.109248046875,-0.1447265625,-0.00722656250000001,-0.0341796875,-0.0650390625,47.7978515625,0.24814453125,0.1392578125
0.07693359375,0.0146630859375,0.245908203125,8.0341796875,52.119140625,0.089912109375,-0.0333984375,-0.0259765625,-0.0556640625,-0.0673828125,50.0830078125,0.07822265625,0.0705078125
0.17958984375,0.0229248046875,0.290849609375,40.5732421875,71.416015625,0.144697265625,-0.0744140625,-0.0626953125,-0.00722656250000001,-0.1923828125,51.7529296875,0.15087890625,0.0095703125
0.06779296875,0.0131689453125,0.435576171875,30.8115234375,68.076171875,0.184013671875,-0.1318359375,-0.0427734375,-0.0830078125,-0.1529296875,18.6181640625,0.15439453125,0.0443359375
0.13001953125,0.0212548828125,0.391396484375,8.2255859375,94.423828125,0.110537109375,-0.0376953125,-0.0353515625,-0.1935546875,-0.1376953125,8.9501953125,0.13212890625,0.0548828125
0.08326171875,0.0281982421875,0.101943359375,22.2939453125,78.095703125,0.115693359375,-0.1197265625,-0.1935546875,-0.1291015625,-0.0326171875,49.9072265625,0.19248046875,0.1654296875
0.10822265625,0.0238916015625,0.215439453125,37.7021484375,69.189453125,0.130517578125,-0.1236328125,-0.1310546875,-0.0904296875,-0.0560546875,52.0166015625,0.29619140625,0.1912109375
0.19365234375,0.0189697265625,0.421865234375,38.0849609375,146.748046875,0.305830078125,-0.1748046875,-0.00449218749999999,-0.1162109375,-0.0927734375,15.0146484375,0.13623046875,0.0189453125
0.04283203125,0.0490283203125,0.184970703125,39.3291015625,158.251953125,0.102158203125,-0.1388671875,-0.0361328125,-0.1443359375,-0.00839843749999999,27.4951171875,0.23291015625,0.0771484375
0.15111328125,0.0375146484375,0.222294921875,11.0966796875,154.912109375,0.180791015625,-0.0654296875,-0.1197265625,-0.00644531249999999,-0.1083984375,8.6865234375,0.18662109375,0.0505859375
0.17501953125,0.0513134765625,0.315986328125,24.2080078125,113.720703125,0.024169921875,-0.0220703125,-0.0228515625,-0.1439453125,-0.1716796875,10.1806640625,0.04306640625,0.0154296875
0.10119140625,0.0517529296875,0.449287109375,24.3037109375,117.802734375,0.232353515625,-0.0107421875,-0.0029296875,-0.0455078125,-0.0833984375,12.2900390625,0.17197265625,0.1955078125
0.12263671875,0.0334716796875,0.392919921875,21.5283203125,108.896484375,0.268447265625,-0.1904296875,-0.0724609375,-0.1646484375,-0.0447265625,40.4150390625,0.15380859375,0.1947265625
0.18556640625,0.0447216796875,0.194111328125,27.5576171875,118.916015625,0.095712890625,-0.1630859375,-0.1564453125,-0.1361328125,-0.1490234375,38.1298828125,0.04423828125,0.1529296875
0.20138671875,0.0461279296875,0.210869140625,5.2587890625,29.482421875,0.288427734375,-0.1123046875,-0.0701171875,-0.1685546875,-0.0509765625,24.7705078125,0.05537109375,0.1951171875
0.13775390625,0.0126416015625,0.357119140625,22.3896484375,152.314453125,0.035771484375,-0.0908203125,-0.1927734375,-0.1865234375,-0.0478515625,52.1923828125,0.14736328125,0.1552734375
0.14900390625,0.0136962890625,0.267998046875,3.4404296875,73.642578125,0.162744140625,-0.1994140625,-0.0115234375,-0.0576171875,-0.0544921875,7.9833984375,0.10048828125,0.0310546875
0.09240234375,0.0326806640625,0.367783203125,24.7822265625,57.314453125,0.323876953125,-0.1126953125,-0.1396484375,-0.1279296875,-0.1197265625,31.5380859375,0.26923828125,0.1658203125
0.03474609375,0.0364599609375,0.377685546875,2.2919921875,108.154296875,0.277470703125,-0.00644531249999999,-0.0455078125,-0.0681640625,-0.0150390625,35.2294921875,0.26572265625,0.1056640625
0.03404296875,0.0390087890625,0.145361328125,11.4794921875,126.337890625,0.306474609375,-0.1044921875,-0.00253906249999999,-0.0501953125,-0.1361328125,46.8310546875,0.12978515625,0.1130859375
0.14583984375,0.0272314453125,0.384541015625,41.1474609375,173.837890625,0.076376953125,-0.0701171875,-0.00214843749999999,-0.0619140625,-0.1365234375,44.7216796875,0.16025390625,0.0603515625
0.15251953125,0.0306591796875,0.111083984375,17.6044921875,60.283203125,0.017080078125,-0.0310546875,-0.1048828125,-0.1927734375,-0.00917968750000001,38.5693359375,0.06005859375,0.0115234375
0.05970703125,0.0253857421875,0.311416015625,38.6591796875,81.064453125,0.218818359375,-0.1083984375,-0.0666015625,-0.1306640625,-0.1451171875,47.0068359375,0.12333984375,0.1107421875
0.19154296875,0.0356689453125,0.277138671875,29.7587890625,47.294921875,0.124716796875,-0.1404296875,-0.00917968750000001,-0.1958984375,-0.1337890625,13.6962890625,0.22939453125,0.0349609375
0.04177734375,0.0130810546875,0.135458984375,8.8955078125,96.650390625,0.053173828125,-0.0642578125,-0.1181640625,-0.1462890625,-0.1076171875,33.2958984375,0.27626953125,0.0060546875
0.09732421875,0.0205517578125,0.072236328125,43.8271484375,50.634765625,0.111826171875,-0.1736328125,-0.1783203125,-0.0775390625,-0.0513671875,19.4091796875,0.15263671875,0.0623046875
0.14654296875,0.0419091796875,0.434814453125,33.6826171875,138.583984375,0.281982421875,-0.1865234375,-0.1126953125,-0.0123046875,-0.1943359375,24.3310546875,0.26337890625,0.0138671875
0.04107421875,0.0445458984375,0.374638671875,30.1416015625,120.029296875,0.027392578125,-0.0505859375,-0.0845703125,-0.0365234375,-0.0166015625,34.7900390625,0.10166015625,0.0064453125
0.10224609375,0.0241552734375,0.217724609375,42.1044921875,107.783203125,0.028037109375,-0.0240234375,-0.1255859375,-0.0103515625,-0.0361328125,32.1533203125,0.28916015625,0.1236328125
0.12333984375,0.0341748046875,0.193349609375,39.9990234375,53.974609375,0.004189453125,-0.00957031250000001,-0.0009765625,-0.1595703125,-0.0115234375,12.7294921875,0.24111328125,0.1044921875
0.09591796875,0.0088623046875,0.137744140625,23.5380859375,49.892578125,0.102802734375,-0.0646484375,-0.0322265625,-0.00917968750000001,-0.1931640625,31.6259765625,0.02958984375,0.1791015625
0.04951171875,0.0081591796875,0.154501953125,35.0224609375,172.353515625,0.131162109375,-0.1552734375,-0.0673828125,-0.0197265625,-0.1623046875,33.1201171875,0.24345703125,0.0806640625
0.12158203125,0.0182666015625,0.412724609375,2.0048828125,99.619140625,0.227197265625,-0.1931640625,-0.0544921875,-0.1255859375,-0.0279296875,40.1513671875,0.20478515625,0.1314453125
0.14126953125,0.0468310546875,0.285517578125,18.1787109375,19.091796875,0.291005859375,-0.0208984375,-0.0330078125,-0.1353515625,-0.0697265625,19.1455078125,0.19130859375,0.1369140625
0.18908203125,0.0491162109375,0.303798828125,9.0869140625,125.595703125,0.246533203125,-0.1482421875,-0.0658203125,-0.1833984375,-0.1751953125,17.4755859375,0.07001953125,0.0435546875
0.15462890625,0.0218701171875,0.143837890625,15.0205078125,142.294921875,0.243310546875,-0.0244140625,-0.1333984375,-0.0474609375,-0.1396484375,39.8876953125,0.04365234375,0.0408203125
0.17080078125,0.0414697265625,0.320556640625,14.5419921875,185.341796875,0.122138671875,-0.0892578125,-0.1544921875,-0.1978515625,-0.1056640625,45.8642578125,0.00029296875,0.1501953125
0.11419921875,0.0147509765625,0.171259765625,22.8681640625,182.373046875,0.059619140625,-0.1380859375,-0.1720703125,-0.0837890625,-0.0224609375,28.8134765625,0.14912109375,0.0556640625
0.10154296875,0.0446337890625,0.309892578125,34.5439453125,39.130859375,0.229130859375,-0.1431640625,-0.0857421875,-0.0810546875,-0.0791015625,49.9951171875,0.00673828125,0.0533203125
0.14197265625,0.0184423828125,0.381494140625,28.3232421875,169.384765625,0.275537109375,-0.0201171875,-0.0541015625,-0.1052734375,-0.1564453125,31.8017578125,0.16435546875,0.0166015625
0.14794921875,0.0202001953125,0.249716796875,4.3017578125,109.267578125,0.199482421875,-0.1341796875,-0.0212890625,-0.1259765625,-0.1830078125,47.6220703125,0.08173828125,0.1755859375
0.18310546875,0.0143994140625,0.094326171875,48.4208984375,71.044921875,0.211728515625,-0.0544921875,-0.00332031250000001,-0.1666015625,-0.1443359375,17.7392578125,0.16142578125,0.0322265625
0.12052734375,0.0098291015625,0.238291015625,6.5029296875,24.658203125,0.060908203125,-0.1787109375,-0.00800781249999999,-0.1302734375,-0.1173828125,23.9794921875,0.24052734375,0.1822265625
0.20244140625,0.0198486328125,0.310654296875,33.7783203125,177.177734375,0.069287109375,-0.0517578125,-0.1931640625,-0.0580078125,-0.000195312499999989,31.4501953125,0.09697265625,0.1591796875
0.18697265625,0.0398876953125,0.176591796875,38.5634765625,13.525390625,0.064775390625,-0.00800781249999999,-0.0884765625,-0.1212890625,-0.00253906249999999,32.3291015625,0.04658203125,0.0111328125
